20240819_w1_angle,20240819_w2_angle,20240819_w3_angle,20240819_w4_angle,20240819_w5_angle,20240819_w6_angle,20240819_w7_angle,20240819_w8_angle,20240819_w9_angle,20240819_w10_angle,20240819_w11_angle,20240819_w12_angle,20240819_w13_angle,20240819_w14_angle,20240819_w15_angle,20240819_w16_angle,20240819_w17_angle,20240819_w18_angle,20240819_w19_angle,20240819_w20_angle,angle_average,angle_upper,angle_lower,Time [s]
-33,-34,-32,-34,-31,-30,-31,-32,-32,-30,-31,-30,-29,-31,-32,-31,-32,-33,-31,-31,-31.5,-29,-34,1.75
-33,-34,-31,-34,-31,-30,-31,-32,-31,-30,-30,-29,-28,-31,-31,-31,-32,-33,-31,-31,-31.2,-28,-34,1.76
-33,-34,-31,-33,-30,-30,-30,-31,-31,-30,-30,-29,-28,-31,-31,-31,-31,-32,-30,-30,-30.8,-28,-34,1.77
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.78
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.79
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.8
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.81
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.82
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.83
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.84
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.85
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.86
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.87
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.88
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.89
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.9
-33,-34,-31,-33,-30,-30,-30,-31,-31,-29,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.7,-28,-34,1.91
-33,-34,-31,-33,-30,-30,-30,-31,-31,-30,-30,-29,-28,-31,-31,-30,-31,-32,-30,-30,-30.75,-28,-34,1.92
-33,-34,-31,-33,-30,-30,-30,-31,-31,-30,-30,-29,-28,-31,-32,-30,-31,-32,-30,-30,-30.8,-28,-34,1.93
-33,-34,-31,-33,-30,-31,-30,-31,-31,-30,-30,-29,-28,-31,-32,-30,-32,-32,-31,-30,-30.95,-28,-34,1.94
-33,-34,-32,-33,-31,-31,-31,-31,-31,-30,-30,-29,-28,-31,-32,-30,-32,-32,-31,-30,-31.1,-28,-34,1.95
-33,-34,-32,-33,-31,-31,-31,-31,-32,-30,-31,-30,-28,-32,-32,-31,-32,-32,-31,-30,-31.35,-28,-34,1.96
-33,-34,-32,-34,-31,-31,-31,-32,-32,-30,-31,-30,-29,-32,-32,-31,-32,-32,-31,-30,-31.5,-29,-34,1.97
-34,-35,-32,-34,-31,-31,-31,-32,-32,-30,-31,-30,-29,-32,-32,-31,-32,-32,-31,-31,-31.65,-29,-35,1.98
-34,-35,-32,-34,-31,-32,-31,-32,-32,-31,-31,-30,-29,-32,-33,-31,-32,-32,-31,-31,-31.8,-29,-35,1.99
-34,-35,-32,-34,-31,-32,-31,-32,-32,-31,-31,-30,-29,-32,-33,-31,-33,-32,-31,-31,-31.85,-29,-35,2.0
-34,-35,-33,-34,-32,-32,-32,-32,-33,-31,-32,-31,-30,-33,-33,-32,-33,-32,-32,-31,-32.35,-30,-35,2.01
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-33,-33,-32,-33,-32,-32,-31,-32.55,-30,-36,2.02
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-33,-34,-32,-33,-33,-32,-32,-32.7,-30,-36,2.03
-35,-36,-33,-35,-32,-33,-33,-33,-33,-32,-32,-31,-30,-33,-34,-32,-33,-33,-32,-32,-32.85,-30,-36,2.04
-35,-36,-34,-35,-33,-33,-33,-33,-33,-32,-32,-31,-30,-33,-34,-33,-34,-33,-33,-32,-33.1,-30,-36,2.05
-36,-37,-34,-36,-33,-33,-33,-34,-34,-32,-33,-32,-31,-34,-34,-33,-34,-33,-33,-32,-33.55,-31,-37,2.06
-36,-37,-34,-36,-33,-33,-33,-34,-34,-32,-33,-32,-31,-34,-35,-33,-34,-33,-33,-33,-33.65,-31,-37,2.07
-36,-37,-34,-36,-33,-34,-34,-34,-34,-32,-33,-32,-31,-34,-35,-33,-34,-33,-33,-33,-33.75,-31,-37,2.08
-36,-37,-34,-36,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-33,-33,-33,-33.9,-31,-37,2.09
-36,-38,-34,-37,-34,-34,-34,-34,-34,-33,-33,-32,-32,-34,-35,-34,-35,-34,-34,-33,-34.2,-32,-38,2.1
-37,-38,-35,-37,-34,-34,-34,-35,-35,-33,-33,-32,-32,-35,-35,-34,-35,-34,-34,-33,-34.45,-32,-38,2.11
-37,-38,-35,-37,-34,-34,-34,-35,-35,-33,-34,-33,-32,-35,-35,-34,-35,-34,-34,-34,-34.6,-32,-38,2.12
-37,-38,-35,-37,-34,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-34,-35,-34,-34,-34,-34.65,-32,-38,2.13
-37,-38,-35,-37,-34,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.7,-32,-38,2.14
-37,-38,-35,-37,-34,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.7,-32,-38,2.15
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-36,-35,-35,-34,-34,-34,-34.8,-32,-38,2.16
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.17
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.18
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.19
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.2
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.21
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.22
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.23
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.24
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.25
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.26
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.27
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.28
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.29
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.3
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.31
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.32
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.33
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.34
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.35
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.36
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.37
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.38
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.39
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.4
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.41
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.42
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.43
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.44
-37,-38,-35,-37,-35,-34,-35,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.75,-32,-38,2.45
-37,-38,-35,-37,-34,-34,-34,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.65,-32,-38,2.46
-37,-38,-35,-37,-35,-34,-34,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.7,-32,-38,2.47
-37,-38,-35,-37,-34,-34,-34,-35,-35,-33,-34,-33,-32,-35,-35,-35,-35,-34,-34,-34,-34.65,-32,-38,2.48
-36,-38,-35,-37,-34,-34,-34,-35,-35,-33,-34,-33,-32,-34,-35,-35,-35,-34,-34,-34,-34.55,-32,-38,2.49
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-32,-34,-35,-35,-34,-34,-34,-34,-34.35,-32,-38,2.5
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-32,-34,-34,-35,-34,-34,-34,-34,-34.3,-32,-38,2.51
-36,-38,-34,-37,-34,-33,-34,-35,-34,-33,-33,-32,-31,-34,-34,-34,-34,-34,-34,-34,-34.1,-31,-38,2.52
-36,-37,-34,-37,-34,-33,-34,-34,-34,-32,-33,-32,-31,-34,-34,-34,-34,-34,-33,-33,-33.85,-31,-37,2.53
-36,-37,-34,-36,-34,-33,-33,-34,-34,-32,-33,-32,-31,-33,-34,-34,-34,-34,-33,-33,-33.7,-31,-37,2.54
-36,-37,-34,-36,-33,-33,-33,-34,-34,-32,-33,-32,-31,-33,-34,-34,-33,-34,-33,-33,-33.6,-31,-37,2.55
-35,-37,-33,-36,-33,-32,-33,-34,-34,-32,-32,-31,-30,-33,-33,-33,-33,-34,-33,-33,-33.2,-30,-37,2.56
-35,-36,-33,-36,-33,-32,-33,-33,-33,-32,-32,-31,-30,-33,-33,-33,-33,-33,-33,-32,-32.95,-30,-36,2.57
-35,-36,-33,-36,-33,-32,-32,-33,-33,-31,-32,-31,-30,-33,-33,-33,-33,-33,-32,-32,-32.8,-30,-36,2.58
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-32,-33,-32,-33,-33,-32,-32,-32.6,-30,-36,2.59
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-32,-33,-32,-33,-33,-32,-32,-32.6,-30,-36,2.6
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-30,-30,-32,-33,-32,-33,-33,-32,-32,-32.55,-30,-36,2.61
-34,-36,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-30,-32,-32,-32,-33,-33,-32,-32,-32.4,-30,-36,2.62
-34,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-29,-32,-32,-32,-33,-33,-32,-31,-32.25,-29,-35,2.63
-34,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-29,-32,-32,-32,-33,-33,-32,-31,-32.25,-29,-35,2.64
-34,-35,-33,-35,-32,-32,-32,-32,-32,-31,-31,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.2,-29,-35,2.65
-34,-35,-33,-35,-32,-32,-32,-32,-32,-31,-31,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.2,-29,-35,2.66
-34,-35,-33,-35,-32,-32,-32,-32,-32,-31,-31,-30,-29,-32,-32,-32,-33,-33,-32,-31,-32.15,-29,-35,2.67
-34,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.3,-29,-35,2.68
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.35,-29,-35,2.69
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-31,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.3,-29,-35,2.7
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-31,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.3,-29,-35,2.71
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.35,-29,-35,2.72
-35,-35,-33,-35,-32,-32,-32,-32,-32,-31,-31,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.25,-29,-35,2.73
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-29,-32,-33,-32,-33,-33,-32,-31,-32.35,-29,-35,2.74
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-30,-32,-33,-32,-33,-33,-32,-31,-32.4,-30,-35,2.75
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-30,-32,-33,-32,-33,-33,-32,-31,-32.4,-30,-35,2.76
-35,-35,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-30,-32,-33,-32,-33,-33,-32,-31,-32.4,-30,-35,2.77
-35,-36,-33,-35,-32,-32,-32,-32,-33,-31,-32,-30,-30,-32,-33,-32,-33,-33,-32,-31,-32.45,-30,-36,2.78
-35,-36,-33,-35,-32,-32,-32,-32,-33,-31,-32,-31,-30,-32,-33,-32,-33,-33,-32,-32,-32.55,-30,-36,2.79
-35,-36,-33,-35,-32,-32,-32,-32,-33,-31,-32,-31,-30,-33,-33,-32,-33,-33,-32,-32,-32.6,-30,-36,2.8
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-33,-33,-32,-33,-33,-32,-32,-32.65,-30,-36,2.81
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-33,-33,-32,-33,-33,-32,-32,-32.65,-30,-36,2.82
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-33,-33,-32,-33,-33,-32,-32,-32.65,-30,-36,2.83
-35,-36,-33,-35,-32,-32,-32,-33,-33,-31,-32,-31,-30,-33,-34,-32,-33,-33,-32,-32,-32.7,-30,-36,2.84
-35,-36,-33,-35,-32,-32,-33,-33,-33,-32,-32,-31,-30,-33,-34,-32,-34,-33,-32,-32,-32.85,-30,-36,2.85
-35,-36,-33,-35,-33,-33,-33,-33,-33,-32,-32,-31,-30,-33,-34,-32,-34,-33,-32,-32,-32.95,-30,-36,2.86
-35,-36,-34,-35,-33,-33,-33,-33,-33,-32,-32,-31,-30,-33,-34,-33,-34,-33,-33,-32,-33.1,-30,-36,2.87
-35,-37,-34,-35,-33,-33,-33,-33,-33,-32,-32,-31,-30,-33,-34,-33,-34,-33,-33,-32,-33.15,-30,-37,2.88
-35,-37,-34,-36,-33,-33,-33,-33,-34,-32,-33,-31,-31,-34,-34,-33,-34,-33,-33,-32,-33.4,-31,-37,2.89
-36,-37,-34,-36,-33,-33,-33,-34,-34,-32,-33,-31,-31,-34,-34,-33,-34,-33,-33,-32,-33.5,-31,-37,2.9
-36,-37,-34,-36,-33,-33,-33,-34,-34,-32,-33,-31,-31,-34,-34,-33,-34,-34,-33,-33,-33.6,-31,-37,2.91
-36,-37,-34,-36,-33,-33,-33,-34,-34,-32,-33,-31,-31,-34,-34,-33,-34,-34,-33,-33,-33.6,-31,-37,2.92
-36,-37,-34,-36,-33,-33,-34,-34,-34,-32,-33,-31,-31,-34,-35,-33,-34,-34,-33,-33,-33.7,-31,-37,2.93
-36,-37,-34,-36,-34,-33,-34,-34,-34,-32,-33,-31,-31,-34,-35,-34,-34,-34,-33,-33,-33.8,-31,-37,2.94
-36,-37,-34,-36,-34,-34,-34,-34,-34,-33,-33,-31,-31,-34,-35,-34,-34,-34,-33,-33,-33.9,-31,-37,2.95
-36,-37,-34,-36,-34,-34,-34,-34,-34,-33,-33,-31,-31,-34,-35,-34,-34,-34,-34,-33,-33.95,-31,-37,2.96
-36,-38,-34,-36,-34,-34,-34,-34,-34,-33,-33,-31,-31,-34,-35,-34,-34,-34,-34,-33,-34.0,-31,-38,2.97
-36,-38,-34,-36,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.05,-31,-38,2.98
-36,-38,-34,-36,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.05,-31,-38,2.99
-36,-38,-34,-36,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.05,-31,-38,3.0
-36,-38,-34,-36,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.15,-31,-38,3.01
-36,-38,-34,-37,-34,-34,-34,-35,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.2,-31,-38,3.02
-36,-38,-34,-37,-34,-34,-34,-35,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.15,-31,-38,3.03
-36,-38,-34,-37,-34,-34,-34,-35,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.15,-31,-38,3.04
-36,-38,-34,-37,-34,-34,-34,-35,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.2,-31,-38,3.05
-36,-38,-34,-37,-34,-34,-34,-35,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.15,-31,-38,3.06
-36,-38,-34,-37,-34,-34,-34,-35,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.2,-31,-38,3.07
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.08
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.09
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.1
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.11
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.12
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.13
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.14
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.15
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.16
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.17
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.18
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.19
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.2
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.21
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.25,-31,-38,3.22
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.2,-31,-38,3.23
-36,-38,-34,-37,-34,-34,-34,-35,-35,-33,-33,-32,-32,-34,-35,-34,-34,-34,-34,-33,-34.25,-32,-38,3.24
-36,-38,-34,-37,-34,-34,-34,-34,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.15,-31,-38,3.25
-36,-38,-34,-37,-34,-34,-34,-34,-35,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.15,-31,-38,3.26
-36,-38,-34,-37,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-34,-34.15,-31,-38,3.27
-36,-38,-34,-37,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.1,-31,-38,3.28
-36,-37,-34,-37,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.05,-31,-37,3.29
-36,-37,-34,-37,-34,-34,-34,-34,-34,-33,-33,-32,-31,-34,-35,-34,-34,-34,-34,-33,-34.05,-31,-37,3.3
-36,-38,-34,-36,-34,-33,-34,-34,-34,-33,-33,-32,-31,-34,-34,-34,-34,-34,-34,-33,-33.95,-31,-38,3.31
